詞彙;漢語拼音;詞類;編號
毫不;háobù ;Adv;5843
好比;hăobǐ ;Vst;5844
好手;hăoshǒu ;N;5845
好受;hăoshòu ;Vs;5846
號;hào ;Vst;5847
號子/證券行;hàozi /zhèngquànháng;N;5848
合併;hébìng ;V;5849
合同;hétóng ;N;5850
合意;héyì ;Vs;5851
合約;héyuē ;N;5852
何;hé ;Det;5853
何在;hézài ;Vs;5854
和解;héjiě ;Vi;5855
和睦;hémù ;Vs;5856
和諧;héxié ;Vs;5857
核定;hédìng ;V;5858
核對;héduì ;V;5859
核算;hésuàn ;V;5860
核准;hézhŭn ;V;5861
核子;hézǐ ;N;5862
黑名單;hēimíngdān ;N;5863
黑社會;hēishèhuì ;N;5864
狠;hěn ;Vs;5865
狠心;hěnxīn ;Vs;5866
哼;hēng ;Ptc;5867
哼;hēng ;Vi;5868
橫;héng ;Vi;5869
衡量;héngliáng;V;5870
轟動;hōngdòng ;Vs;5871
轟轟烈烈;hōnghōnglièliè ;Vs;5872
紅利;hónglì ;N;5873
紅燒;hóngshāo ;V;5874
洪水;hóngshuǐ ;N;5875
宏偉;hóngwěi ;Vs;5876
哄;hǒng ;V;5877
後輩;hòubèi;N;5878
後天;hòutiān;Vs-attr;5879
候選人;hòuxuănrén ;N;5880
呼籲;hūyù ;Vi;5881
壺;hú ;M;5882
胡亂;húluàn ;Adv;5883
狐疑;húyí ;Vs;5884
戶口;hùkǒu ;N;5885
互補;hùbŭ ;Vs;5886
互動;hùdòng;N;5887
互惠;hùhuì ;Vs;5888
護;hù ;V;5889
花瓣;huābàn ;N;5890
花朵;huāduǒ ;N;5891
花卉;huāhuì ;N;5892
花紋;huāwén ;N;5893
花樣;huāyàng ;N;5894
划不來;huábùlái ;Vs;5895
划得來;huádelái ;Vs;5896
華裔;huáyì ;N;5897
化工;huàgōng ;N;5898
化石;huàshí ;N;5899
話劇;huàjù ;N;5900
畫面;huàmiàn ;N;5901
畫展;huàzhăn ;N;5902
劃時代;huàshídài ;Vs-attr;5903
懷;huái ;Vst;5904
懷疑;huáiyí;Vst;5905
歡送;huānsòng ;V;5906
幻象;huànxiàng ;N;5907
換取;huànqŭ ;V;5908
患;huàn ;Vst;5909
患者;huànzhě ;N;5910
荒唐;huāngtáng ;Vs;5911
慌張;huāngzhāng ;Vs;5912
惶恐;huángkǒng ;Vs;5913
恍惚;huănghū ;Vs;5914
灰;huī ;N;5915
灰塵;huīchén ;N;5916
輝煌;huīhuáng ;Vs;5917
回合;huíhé ;N;5918
回絕;huíjué ;V;5919
回升;huíshēng ;Vp;5920
回憶;huíyì;N;5921
迴響/回響;huíxiăng ;N;5922
毀;huǐ ;V;5923
毀損;huǐsŭn ;V;5924
悔恨;huǐhèn ;Vs;5925
匯;huì ;V;5926
匯票;huìpiào ;N;5927
會見;huìjiàn ;V;5928
會談;huìtán ;Vi;5929
會意;huìyì ;Vp;5930
繪畫;huìhuà ;N;5931
賄賂;huìlù ;V;5932
彗星;huìxīng ;N;5933
昏;hūn ;Vs;5934
渾身;húnshēn ;N;5935
混;hùn ;Vs;5936
混淆;hùnyáo ;Vs;5937
混濁;hùnzhuó ;Vs;5938
活/活兒;huó/huór;N;5939
活期;huóqí ;Vs-attr;5940
火箭;huǒjiàn ;N;5941
火力;huǒlì ;N;5942
火焰;huǒyàn ;N;5943
火藥;huǒyào ;N;5944
伙伴;huǒbàn ;N;5945
獲;huò ;Vst;5946
貨幣;huòbì ;N;5947
貨品;huòpǐn ;N;5948
豁達;huòdá ;Vs;5949
積;jī;Vst;5950
基層;jīcéng ;N;5951
基地;jīdì ;N;5952
基督;Jīdū;N;5953
基因;jīyīn ;N;5954
機動;jīdòng ;Vs-attr;5955
機警;jījǐng ;Vs;5956
機率;jīlǜ;N;5957
機密;jīmì ;N;5958
機器人;jīqìrén ;N;5959
機制;jīzhì ;N;5960
肌膚;jīfū ;N;5961
飢餓;jīè ;Vs;5962
畸形;jīxíng;Vs;5963
激增;jīzēng ;Vs;5964
及早;jízăo ;Adv;5965
吉利;jílì ;Vs;5966
吉祥;jíxiáng ;Vs;5967
汲取;jíqŭ ;V;5968
即;jí ;Adv;5969
即;jí ;Vst;5970
即日;jírì ;N;5971
即時;jíshí ;Adv;5972
嫉妒;jídù ;Vst;5973
極端;jíduān ;N;5974
極端;jíduān ;Vs;5975
極力;jílì ;Adv;5976
極為;jíwéi;Adv;5977
集合;jíhé  ;N;5978
集結;jíjié ;V;5979
集權;jíquán ;Vs;5980
集體;jítǐ ;Adv;5981
集團;jítuán ;N;5982
急救;jíjiù ;Vi;5983
急躁;jízào ;Vs;5984
急診;jízhěn ;Vi;5985
籍貫;jíguàn ;N;5986
擊;jí ;V;5987
擊落;jíluò ;V;5988
計;jì ;Vst;5989
暨;jì ;Conj;5990
繼承;jìchéng ;Vpt;5991
季風;jìfēng ;N;5992
劑量;jìliàng ;N;5993
紀律;jìlǜ;N;5994
技能;jìnéng ;N;5995
技藝;jìyì ;N;5996
祭祀;jìsì ;V;5997
傢伙(ㄏㄨㄛ˙);jiāhuo;N;5998
家家戶戶;jiājiāhùhù ;N;5999
家電;jiādiàn ;N;6000
家屬;jiāshŭ ;N;6001
佳節;jiājié ;N;6002
佳人;jiārén ;N;6003
加緊;jiājǐn ;V;6004
加快;jiākuài ;V;6005
加薪;jiāxīn ;V-sep;6006
加重;jiāzhòng ;V;6008
枷鎖;jiāsuǒ ;N;6009
夾雜;jiázá ;Vpt;6010
假;jiǎ ;Prep;6011
假若;jiăruò ;Conj;6012
假使;jiăshǐ ;Conj;6013
假象;jiăxiàng ;N;6014
架;jià ;V;6015
架(子);jià(zi);N;6016
架構;jiàgòu ;N;6017
假期;jiàqí ;N;6018
煎;jiān ;V;6019
監督;jiāndū ;V;6020
尖端;jiānduān ;Vs-attr;6021
堅固;jiāngù ;Vs;6022
堅忍;jiānrěn ;Vs;6023
堅信;jiānxìn ;Vst;6024
堅硬;jiānyìng ;Vs;6025
兼職;jiānzhí ;Vi;6026
艱鉅;jiānjù ;Vs;6027
艱苦;jiānkŭ ;Vs;6028
艱難;jiānnán ;Vs;6029
簡便;jiănbiàn ;Vs;6030
簡稱;jiănchēng ;Vst;6031
簡化;jiănhuà ;Vpt;6032
簡體;jiăntǐ;N;6033
檢討;jiăntăo ;V;6034
漸;jiàn ;Adv;6035
賤;jiàn ;Vs;6036
濺;jiàn ;V;6037
見解;jiànjiě ;N;6038
見識;jiànshì ;V;6039
見證;jiànzhèng ;V;6040
建造;jiànzào ;V;6041
健身;jiànshēn ;Vi;6042
健身房;jiànshēnfáng ;N;6043
健壯;jiànzhuàng ;Vs;6044
將;jiāng ;Prep;6045
將軍;jiāngjūn ;N;6046
獎勵;jiănglì ;V;6047
獎賞;jiăngshăng ;N;6048
獎狀;jiăngzhuàng ;N;6049
講理;jiănglǐ ;Vs;6050
講習;jiăngxí ;N;6051
講義;jiăngyì ;N;6052
講座;jiăngzuò ;N;6053
交錯;jiāocuò ;Vs;6054
交貨;jiāohuò ;V-sep;6055
交集;jiāojí ;N;6056
交情;jiāoqíng ;N;6057
交涉;jiāoshè ;Vi;6058
交談;jiāotán ;Vi;6059
焦急;jiāojí ;Vs;6060
腳本;jiăoběn ;N;6061
攪和;jiǎohuo;Vi;6062
轎車;jiàochē ;N;6063
叫好;jiàohăo ;Vi;6064
教官;jiàoguān ;N;6065
教化;jiàohuà ;V;6066
教誨;jiàohuǐ ;N;6067
教徒;jiàotú ;N;6068
教學;jiàoxué;N;6069
教員;jiàoyuán ;N;6070
較量;jiàoliàng ;Vi;6071
皆;jiē ;Adv;6072
階層;jiēcéng ;N;6073
階級;jiējí ;N;6074
街坊(ㄈㄤ˙);jiēfang;N;6075
接管;jiēguăn ;V;6076
接連;jiēlián ;Adv;6077
接納;jiēnà ;V;6078
接洽;jiēqià ;V;6079
接下來;jiēxiàlái;Adv;6080
揭幕;jiēmù ;Vp;6081
揭曉;jiēxiăo ;V;6082
截;jié ;M;6083
截;jié ;V;6084
潔白;jiébái ;Vs;6085
節儉;jiéjiăn ;Vs;6086
節慶;jiéqìng ;N;6087
竭力;jiélì ;Adv;6088
結實(ㄕ˙);jiéshi ;Vs;6089
結業;jiéyè ;Vp;6090
結緣;jiéyuán ;Vi;6091
捷運;jiéyùn;N;6092
解答;jiědá ;N;6093
解放;jiěfàng ;V;6094
解渴;jiěkě ;Vs;6095
解剖;jiěpǒu;V;6096
解說;jiěshuō ;V;6097
解體;jiětǐ ;Vp;6098
解脫;jiětuō ;V;6099
解約;jiěyuē ;Vp-sep;6100
屆;jiè;Vst;6101
屆時;jièshí ;Adv;6102
戒;jiè ;V;6103
戒備;jièbèi ;Vi;6104
借貸;jièdài ;V;6105
藉口;jièkǒu ;N;6106
介入;jièrù ;V;6107
金錢;jīnqián  ;N;6108
金魚;jīnyú ;N;6109
津貼;jīntiē ;N;6110
緊湊;jǐncòu ;Vs;6111
緊密;jǐnmì ;Vs;6112
緊縮;jǐnsuō ;Vi;6113
謹慎;jǐnshèn ;Vs;6114
近;jìn ;Adv;6115
近;jìn;Det;6116
勁/勁兒;jìn/jìnr;N;6117
進場;jìnchăng;Vi;6118
進度;jìndù ;N;6119
進而;jìnér ;Conj;6120
進攻;jìngōng ;V;6121
進化;jìnhuà ;Vp;6122
進軍;jìnjūn ;V;6123
進修;jìnxiū ;V;6124
進展;jìnzhăn ;Vi;6125
晉級;jìnjí ;Vp;6126
盡量;jìnliàng;Adv;6127
禁令;jìnlìng ;N;6128
精;jīng ;Vs;6129
精光;jīngguāng ;Vs;6130
精華;jīnghuá ;N;6131
精明;jīngmíng ;Vs;6132
精髓;jīngsuǐ ;N;6133
精緻;jīngzhì ;Vs;6134
經典;jīngdiăn ;N;6135
經濟;jīngjì ;Vs;6136
經書;jīngshū ;N;6137
驚惶;jīnghuáng ;Vs;6138
驚奇;jīngqí ;Vs;6139
驚喜;jīngxǐ ;Vs;6140
驚險;jīngxiăn ;Vs;6141
鯨魚;jīngyú ;N;6142
井;jǐng ;N;6143
警報;jǐngbào ;N;6144
警覺;jǐngjué ;Vs;6145
警惕;jǐngtì ;V;6146
警衛;jǐngwèi ;N;6147
景觀;jǐngguān ;N;6148
景氣;jǐngqì ;N;6149
景物;jǐngwù ;N;6150
景象;jǐngxiàng ;N;6151
淨;jìng ;Adv;6152
竟;jìng ;Adv;6153
敬;jìng ;V;6154
敬佩;jìngpèi ;Vst;6155
境地;jìngdì ;N;6156
靜脈;jìngmài;N;6157
靜態;jìngtài;N;6158
競賽;jìngsài ;Vi;6159
競選;jìngxuăn ;V;6160
競爭;jìngzhēng;N;6161
揪;jiū ;V;6162
糾紛;jiūfēn ;N;6163
酒店;jiŭdiàn ;N;6164
酒館;jiŭguăn ;N;6165
酒精;jiŭjīng ;N;6166
就;jiù ;Vst;6167
就緒;jiùxù ;Vs;6168
救濟;jiùjì ;V;6169
救援;jiùyuán ;V;6170
居;jū ;Vst;6171
局部;júbù ;Det;6172
局面;júmiàn ;N;6173
沮喪;jŭsàng;Vs;6174
舉例;jŭlì ;V-sep;6175
舉止;jŭzhǐ ;N;6176
舉重;jŭzhòng ;N;6177
巨人;jùrén ;N;6178
拒;jù ;V;6179
距;jù ;Prep;6180
據;jù ;Prep;6181
據悉;jùxī ;Conj;6182
聚餐;jùcān ;V-sep;6183
俱全;jùquán ;Vs-pred;6184
捐獻;juānxiàn ;V;6185
捐贈;juānzèng ;V;6186
決賽;juésài ;N;6187
決議;juéyì ;N;6188
抉擇;juézé ;N;6189
絕大多數;juédàduōshù ;Det;6190
絕跡;juéjī ;Vp;6191
均;jūn ;Adv;6192
均衡;jūnhéng ;Vs;6193
均勻;jūnyún ;Vs;6194
軍備;jūnbèi ;N;6195
軍閥;jūnfá ;N;6196
軍官;jūnguān ;N;6197
軍艦;jūnjiàn ;N;6198
開辦;kāibàn ;V;6199
開導;kāidăo ;V;6200
開動;kāidòng ;Vi;6201
開發;kāifā;N;6202
開飯;kāifàn ;Vp;6203
開放;kāifàng ;Vs;6204
開口;kāikǒu ;V-sep;6205
開闊;kāikuò ;Vs;6206
開路;kāilù ;V-sep;6207
開幕;kāimù ;Vp;6208
開盤;kāipán ;Vp;6209
開闢;kāipì ;V;6210
開啟;kāiqǐ ;Vpt;6211
開頭/開頭兒;kāitóu/kāitóur;N;6212
開銷;kāixiāo ;N;6213
開業;kāiyè ;Vp;6214
開展;kāizhăn ;V;6215
開張;kāizhāng ;Vp;6216
刊物;kānwù;N;6217
刊登;kāndēng ;V;6218
看守;kānshǒu ;V;6219
康復;kāngfù ;Vp;6220
慷慨;kāngkăi ;Vs;6221
扛;káng ;V;6222
抗爭;kàngzhēng ;Vi;6223
考場;kăochăng ;N;6224
考古;kăogŭ ;Vi;6225
考量;kǎoliáng;N;6226
考生;kăoshēng ;N;6227
考驗;kăoyàn ;V;6228
烤肉;kǎoròu;N;6229
靠;kào;Vst;6230
刻畫/刻劃;kēhuà ;Vi;6231
科幻;kēhuàn ;Vs;6232
苛責;kēzé ;V;6233
殼;ké ;N;6234
可觀;kěguān ;Vs;6235
可見;kějiàn ;Conj;6236
可望;kěwàng ;Vaux;6237
可行;kěxíng ;Vs;6238
刻薄;kèbó ;Vs;6239
刻苦;kèkŭ ;Vs;6240
刻意;kèyì ;Adv;6241
客機;kèjī ;N;6242
課業;kèyè ;N;6243
克制;kèzhì ;V;6244
吭聲;kēngshēng ;Vi;6245
空;kōng;N;6246
空曠;kōngkuàng ;Vs;6247
空難;kōngnàn;N;6248
空談;kōngtán ;Vi;6249
空運;kōngyùn ;V;6250
孔;kǒng ;N;6251
恐嚇;kǒnghè ;V;6252
恐懼;kǒngjù ;Vs;6253
口;kŏu;M;6254
口頭;kǒutóu ;N;6255
口吻;kǒuwěn ;N;6256
扣除;kòuchú ;V;6257
苦工;kŭgōng ;N;6258
苦難;kŭnàn;N;6259
苦惱;kŭnăo ;Vs;6260
苦衷;kŭzhōng ;N;6261
庫存;kùcún ;N;6262
誇;kuā ;V;6263
誇耀;kuāyào ;V;6264
跨越;kuàyuè ;V;6265
快活;kuàihuó ;Vs;6266
快速;kuàisù;Vs;6267
寬廣;kuānguăng ;Vs;6268
寬闊;kuānkuò ;Vs;6269
款;kuăn ;M;6270
款待;kuăndài ;V;6271
款式;kuănshì ;N;6272
狂風;kuángfēng ;N;6273
狂妄;kuángwàng ;Vs;6274
礦產;kuàngchăn ;N;6275
礦工;kuànggōng;N;6276
虧;kuī ;Vp;6277
昆蟲;kūnchóng ;N;6278
捆;kŭn ;V;6279
困;kùn ;Vi;6280
困境;kùnjìng ;N;6281
困擾;kùnrăo ;N;6282
困擾;kùnrǎo;Vs;6283
擴建;kuòjiàn ;V;6284
擴散;kuòsàn;Vs;6285
擴張;kuòzhāng ;Vst;6286
拉票;lāpiào ;V-sep;6287
臘月;làyuè ;N;6288
來賓;láibīn ;N;6289
來得;láide ;Adv;6290
來客;láikè ;N;6291
欄;lán;M;6292
攔;lán ;V;6293
懶惰;lănduò ;Vs;6294
懶散;lănsàn;Vs;6295
朗讀;lăngdú ;V;6296
朗誦;lăngsòng ;V;6297
浪費;làngfèi;V;6298
牢;láo ;N;6299
勞改;láogăi ;Vi;6300
勞累;láolèi ;Vs;6301
老年;lăonián ;N;6302
老人家;lăorénjiā ;N;6303
老鼠;lăoshŭ ;N;6304
老天爺;lăotiānyé ;N;6305
老頭兒/老頭子;lăotóur/lăotóuzi ;N;6306
老鄉;lăoxiāng ;N;6307
老子;lăozi;N;6308
雷;léi ;N;6309
雷達;léidá ;N;6310
雷同;léitóng ;Vs;6311
累積;lěijī;V;6312
類似;lèisì ;Vst;6313
類型;lèixíng ;N;6314
冷凍;lěngdòng ;V;6315
冷汗;lěnghàn ;N;6316
冷門;lěngmén ;Vs;6317
冷清;lěngqīng ;Vs;6318
勒索;lèsuǒ ;V;6319
哩;lī ;Ptc;6320
黎明;límíng ;N;6321
罹難;línàn;Vp;6322
里程;lǐchéng ;N;6323
理財;lǐcái ;Vi;6324
理論;lǐlùn ;Vi;6325
理所當然;lǐsuǒdāngrán;Vs;6326
理性;lǐxìng ;Vs;6327
理學;lǐxué ;N;6328
理智;lǐzhì ;Vs;6329
禮服;lǐfú ;N;6330
禮節;lǐjié ;N;6331
禮貌;lǐmào ;Vs;6332
力求;lìqiú ;V;6333
力行;lìxíng ;V;6334
力學;lìxué ;N;6335
立國;lìguó ;Vi;6336
立即;lìjí ;Vs-attr;6337
立體;lìtǐ ;Vs;6338
利率;lìlǜ ;N;6339
利弊;lìbì ;N;6340
例;lì ;N;6341
例;lì ;Prep;6342
歷屆;lìjiè ;N;6343
歷來;lìlái ;N;6344
歷年;lìnián ;N;6345
聯;lián ;N;6346
聯;lián ;V;6347
聯盟;liánméng ;N;6348
聯繫;liánxì ;V;6349
聯想;liánxiăng ;V;6350
連帶;liándài ;Vs-attr;6351
連結;liánjié ;V;6352
連任;liánrèn ;Vst;6353
連線;liánxiàn ;V-sep;6354
廉價;liánjià ;Vs;6355
廉潔;liánjié ;Vs;6356
臉龐;liănpáng ;N;6357
臉譜;liănpŭ ;N;6358
良機;liángjī ;N;6359
兩極;liăngjí ;N;6360
兩口子;liăngkǒuzi ;N;6361
遼闊;liáokuò ;Vs;6362
列;liè ;V;6363
列車;lièchē ;N;6364
列國;lièguó ;N;6365
列入;lièrù ;Vst;6366
獵人;lièrén ;N;6367
烈士;lièshì ;N;6368
臨;lín ;Adv;6369
臨;lín ;Prep;6370
臨床;línchuáng ;Vs-attr;6371
鄰里;línlǐ ;N;6372
鈴;líng ;N;6373
靈;líng ;Vs;6374
靈感;línggăn ;N;6375
靈驗;língyàn ;Vs;6376
領隊;lǐngduì ;N;6377
領會;lǐnghuì ;Vst;6378
領悟;lǐngwù ;Vpt;6379
令;lìng ;V;6380
另;lìng ;Adv;6381
溜冰;liūbīng ;V-sep;6382
留;liú;V;6383
流程;liúchéng ;N;6384
流傳;liúchuán ;V;6385
流落;liúluò ;Vi;6386
流氓;liúmáng ;N;6387
流失;liúshī ;Vst;6388
流水;liúshuǐ;N;6389
流通;liútōng ;Vi;6390
流星;liúxīng ;N;6391
流域;liúyù ;N;6392
柳樹;liŭshù ;N;6393
籠子;lóngzi ;N;6394
籠罩;lóngzhào ;Vs;6395
壟斷;lǒngduàn ;V;6396
樓房;lóufáng ;N;6397
漏;lòu;Vpt;6398
爐子;lúzi ;N;6399
陸地;lùdì ;N;6400
路過;lùguò ;V;6401
露天;lùtiān ;N;6402
錄影;lùyǐng ;V-sep;6403
錄影機;lùyǐngjī;N;6404
輪廓;lúnkuò ;N;6405
倫理;lúnlǐ ;N;6406
淪陷;lúnxiàn ;Vp;6407
論;lùn ;Prep;6408
論點;lùndiăn ;N;6409
卵;luăn ;N;6410
囉嗦(ㄙㄨㄛ˙);luōsuo;Vs;6411
鑼;luó ;N;6412
邏輯;luójí ;N;6413
落得;luòde ;Vst;6414
落魄;luòtuò;Vs;6415
落選;luòxuăn ;Vp;6416
駱駝(ㄊㄨㄛ˙);luòtuo;N;6417
驢;lǘ;N;6418
鋁;lǚ ;N;6419
旅費;lǚfèi ;N;6420
旅途;lǚtú ;N;6421
旅行;lǚxíng;N;6422
旅遊;lǚyóu;N;6423
履歷;lǚlì;N;6424
履行;lǚxíng ;V;6425
略;lüè ;Adv;6426
麻醉;mázuì ;V;6427
馬鈴薯;mălíngshŭ ;N;6428
埋伏;máifú ;Vi;6429
買賣;măimài ;N;6430
買主;măizhŭ ;N;6431
邁;mài ;V;6432
邁進;màijìn ;Vi;6433
麥子;màizi ;N;6434
賣座;màizuò ;Vs;6435
瞞;mán ;V;6436
蠻橫;mánhèng  ;Vs;6437
滿懷;mănhuái ;Vst;6438
漫長;màncháng ;Vs;6439
蔓延;mànyán ;Vs;6440
盲從;mángcóng ;Vs;6441
盲人;mángrén ;N;6442
芒果;mángguǒ ;N;6443
茫然;mángrán ;Vs;6444
毛毯;máotăn ;N;6445
茂密;màomì ;Vs;6446
冒險;màoxiăn ;Vi;6447
枚;méi ;M;6448
眉毛;méimáo ;N;6449
眉頭;méitóu ;N;6450
媒體;méitǐ ;N;6451
每每;měiměi ;Adv;6452
美滿;měimăn ;Vs;6453
美容院;měiróngyuàn ;N;6454
美食;měishí;N;6455
美洲;měizhōu;N;6456
悶;mēn ;Vs;6457
悶熱;mēnrè ;Vs;6458
門戶;ménhù ;N;6459
蒙;méng ;Vst;6460
猛;měng ;Adv;6461
猛烈;měngliè;Vs;6462
夢見;mèngjiàn ;Vpt;6463
謎;mí ;N;6464
謎語;míyŭ ;N;6465
迷宮;mígōng ;N;6466
迷惑;míhuò ;Vs;6467
迷戀;míliàn ;Vst;6468
彌補;míbŭ ;V;6469
密集;mìjí ;Vs;6470
蜜;mì ;N;6471
鳴;míng ;Vi;6472
明白;míngbái ;Adv;6473
明理;mínglǐ ;Vs;6474
明日;míngrì ;N;6475
明智;míngzhì ;Vs;6476
名額;míngé ;N;6477
名號;mínghào ;N;6478
名氣;míngqì ;N;6479
名勝;míngshèng ;N;6480
名聲;míngshēng ;N;6481
名堂;míngtáng ;N;6482
名下;míngxià ;N;6483
冥想;míngxiăng ;Vi;6484
命名;mìngmíng ;V-sep;6485
命中;mìngzhòng;Vpt;6486
綿延;miányán ;Vst;6487
勉強;miănqiăng ;V;6488
免稅;miănshuì ;Vs;6489
免疫;miănyì ;Vs;6490
面孔;miànkǒng ;N;6491
面談;miàntán ;Vi;6492
描繪;miáohuì ;V;6493
描述;miáoshù;V;6494
民俗;mínsú ;N;6495
民營;mínyíng ;Vs-attr;6496
敏感;mǐngăn ;Vs;6497
敏捷;mǐnjié ;Vs;6498
滅;miè ;V;6499
模範;mófàn  ;N;6500
模具;mójù ;N;6501
模式;móshì ;N;6502
魔術;móshù ;N;6503
末;mò ;N;6505
末期;mòqí ;N;6506
墨;mò ;N;6507
沒落;mòluò ;Vs;6508
沒收;mòshōu ;V;6509
默默;mòmò ;Adv;6510
默契;mòqì ;N;6511
漠視;mòshì;V;6512
謀生;móushēng ;Vi;6513
某些;mǒuxiē ;Det;6514
畝;mŭ ;M;6515
母語;mǔyǔ;N;6516
木材;mùcái ;N;6517
木刻;mùkē ;N;6518
木料;mùliào ;N;6519
木偶;mùǒu ;N;6520
沐浴;mùyù ;Vi;6521
目睹;mùdŭ ;Vpt;6522
目光;mùguāng ;N;6523
目擊;mùjí ;Vpt;6524
牧場;mùchăng ;N;6525
幕;mù ;N;6526
募集;mùjí ;V;6527
拿;ná ;Prep;6528
納悶;nàmèn ;Vs;6529
納入;nàrù ;V;6530
納稅;nàshuì ;V-sep;6531
乃;năi ;Adv;6532
耐;nài ;Vs-pred;6533
耐力;nàilì ;N;6534
男方;nánfāng ;N;6535
南極洲;nánjízhōu;N;6536
難度;nándù ;N;6537
難關;nánguān ;N;6538
難免;nánmiăn ;Vs;6539
難題;nántí ;N;6540
難民;nànmín;N;6541
囊括;nángguā ;V;6542
腦海;năohăi ;N;6543
腦力;năolì ;N;6544
內閣;nèigé ;N;6545
內涵;nèihán ;N;6546
內銷;nèixiāo ;Vs-attr;6547
內在;nèizài;N;6548
內戰;nèizhàn ;N;6549
內政;nèizhèng ;N;6550
能量;néngliàng ;N;6551
擬;nǐ ;V;6552
擬定;nǐdìng ;V;6553
膩;nì ;Vs;6554
粘;nián ;Vs;6555
念頭;niàntou;N;6556
娘;niáng ;N;6557
娘家;niángjiā ;N;6558
凝固;nínggù ;Vp;6559
凝結;níngjié ;V;6560
凝聚;níngjù ;V;6561
凝視;níngshì ;V;6562
扭轉;niŭzhuăn ;V;6563
農具;nóngjù ;N;6564
農田;nóngtián ;N;6565
農作物;nóngzuòwù ;N;6566
弄錯;nòngcuò ;Vp;6567
奴隸;núlì ;N;6568
努力;nǔlì;N;6569
怒氣;nùqì ;N;6570
暖;nuăn ;V;6571
挪;nuó ;V;6572
懦弱;nuòruò ;Vs;6573
諾言;nuòyán ;N;6574
女方;nǚfāng ;N;6575
虐待;nüèdài ;V;6576
歐洲;ōuzhōu;N;6577
偶而/爾;ǒuér/ ěr ;Adv;6578
趴;pā ;Vi;6579
拍馬屁;pāimăpì ;Vi;6580
拍攝;pāishè ;V;6581
拍照;pāizhào;V-sep;6582
拍子;pāizi ;N;6583
排除;páichú ;V;6584
排擠;páijǐ ;V;6585
排名;páimíng ;Vi;6586
派出所;pàichūsuǒ ;N;6587
派對;pàiduì;N;6588
派遣;pàiqiăn ;V;6589
派頭;pàitóu ;N;6590
判;pàn;V;6591
盼;pàn ;Vst;6592
旁人;pángrén ;N;6593
旁聽;pángtīng ;V;6594
拋;pāo ;V;6595
拋棄;pāoqì ;V;6596
跑道;păodào ;N;6597
泡;pào ;M;6598
泡沫;pàomò ;N;6599
陪伴;péibàn;V;6600
培訓;péixùn ;V;6601
培育;péiyù ;V;6602
配;pèi ;V;6603
配;pèi ;Vs;6604
配給;pèijǐ;V;6605
配音;pèiyīn ;V-sep;6606
噴漆;pēnqī ;V-sep;6607
盆地;péndì ;N;6608
蓬勃;péngbó ;Vs;6609
捧場;pěngchăng ;Vi;6610
批發;pīfā  ;V;6612
批准;pīzhŭn ;Vpt;6613
疲憊;píbèi ;Vs;6614
匹;pǐ ;M;6615
譬如;pìrú ;Prep;6616
偏差;piānchā;N;6617
便宜(一˙);piányi;N;6618
便宜(一˙);piányi;Vs;6619
片;piàn ;M;6620
片刻;piànkè ;N;6621
票;piào ;M;6622
拼;pīn ;V;6623
貧苦;pínkŭ ;Vs;6624
貧民;pínmín ;N;6625
品味;pǐnwèi ;N;6626
品種;pǐnzhǒng ;N;6627
乒乓球/桌球;pīnpāngqiú/zhuōqiú;N;6628
平凡;píngfán ;Vs;6629
平面;píngmiàn ;N;6630
平穩;píngwěn ;Vs;6631
平行;píngxíng ;Vs;6632
評估;pínggū ;V;6633
評價;píngjià ;N;6634
評論;pínglùn ;V;6635
潑;pō ;V;6636
婆家;pójiā ;N;6637
破案;pòàn ;V-sep;6638
破產;pòchăn ;Vp;6639
破除;pòchú ;V;6640
破獲;pòhuò ;V;6641
破例;pòlì ;Vp-sep;6642
破碎;pòsuì ;Vs;6643
迫害;pòhài ;V;6644
魄力;pòlì ;N;6645
樸素;púsù ;Vs;6646
曝光;pùguāng ;Vp;6647
暴露;pùlù ;Vs;6648
漆;qī ;N;6649
淒涼;qīliáng ;Vs;6650
欺侮;qīwŭ ;V;6651
奇觀;qíguān ;N;6652
奇蹟;qíjī ;N;6653
奇妙;qímiào ;Vs;6654
奇異;qíyì ;Vs;6655
期待;qídài;Vst;6656
期貨;qíhuò ;N;6657
期望;qíwàng ;Vst;6658
旗幟;qízhì ;N;6659
乞丐;qǐgài ;N;6660
啟;qǐ ;Vi;6661
啟發;qǐfā ;V;6662
啟示;qǐshì ;N;6663
啟事;qǐshì ;N;6664
起步;qǐbù ;Vi;6665
起伏;qǐfú ;Vi;6666
起碼;qǐmă ;Adv;6667
起源;qǐyuán ;N;6668
氣概;qìgài ;N;6669
氣管;qìguăn ;N;6670
氣派;qìpài ;Vs;6671
氣勢;qìshì ;N;6672
氣體;qìtǐ ;N;6673
氣壓;qìyā ;N;6674
契機;qìjī ;N;6675
棄權;qìquán ;Vi;6676
恰當;qiàdàng ;Vs;6677
恰好;qiàhăo ;Adv;6678
恰恰;qiàqià ;Adv;6679
洽商;qiàshāng ;Vi;6680
洽談;qiàtán ;Vi;6681
鉛;qiān ;N;6682
牽連;qiānlián ;Vst;6683
簽署;qiānshù ;V;6684
千萬;qiānwàn;Det;6685
謙遜;qiānxùn ;Vs;6686
前輩;qiánbèi ;N;6687
前程;qiánchéng ;N;6688
前後;qiánhòu ;N;6689
前景;qiánjǐng ;N;6690
前科;qiánkē ;N;6691
前提;qiántí ;N;6692
