詞彙;漢語拼音;詞類;編號
輕鬆;qīngsōng  ;Vs;1892
晴;qíng ;Vs-pred;1893
情;qíng ;N;1894
情人;qíngrén  ;N;1895
情況;qíngkuàng ;N;1896
情形;qíngxíng ;N;1897
請教;qĭngjiào ;V;1898
請求;qĭngqiú ;V;1899
窮;qióng ;Vs;1900
求;qiú ;V;1901
球;qiú;N;1902
球場;qiúchăng ;N;1903
球賽;qiúsài ;N;1904
球員;qiúyuán ;N;1905
取代;qŭdài ;V;1906
去;qù ;Adv;1907
去;qù ;Ptc;1908
去世;qùshì ;Vp;1909
全;quán ;Det;1910
全球;quánqiú ;N;1911
全身;quánshēn ;N;1912
缺點;quēdiăn ;N;1913
卻;què ;Adv;1914
確定;quèdìng ;Vs;1915
確認;quèrèn ;V;1916
讓;ràng;V;1917
熱狗;règŏu;N;1918
熱水;rèshuǐ ;N;1919
人家;rénjiā ;N;1920
人間;rénjiān ;N;1921
人口;rénkǒu ;N;1922
人類;rénlèi ;N;1923
人們;rénmen ;N;1924
人民;rénmín ;N;1925
人人;rénrén ;N;1926
人數;rénshù ;N;1927
人物;rénwù ;N;1928
忍;rěn ;Vs;1929
忍耐;rěnnài ;Vst;1930
認;rèn ;V;1931
認得;rèndé ;Vst;1932
任務;rènwù ;N;1933
扔;rēng ;Vpt;1934
仍;réng ;Adv;1935
仍然;réngrán ;Adv;1936
日出;rìchū ;Vi;1937
日記;rìjì ;N;1938
日子;rìzi;N;1939
如;rú ;Conj;1940
如此;rúcǐ ;Vs;1941
如下;rúxià ;Vs;1942
如意;rúyì ;Vs;1943
弱;ruò ;Vs;1944
傘;sǎn;N;1945
殺;shā ;V;1946
曬;shài ;V;1947
山區;shānqū ;N;1948
傷害;shānghài ;V;1949
商品;shāngpĭn ;N;1950
商人;shāngrén ;N;1951
商業;shāngyè ;N;1952
上;shàng ;Det;1953
上;shàng ;N;1954
上當;shàngdàng ;Vp;1955
上帝;shàngdì ;N;1956
上街;shàngjiē ;Vi;1957
上衣;shàngyī ;N;1958
燒;shāo ;V;1959
少;shǎo ;Adv;1960
蛇;shé ;N;1961
設備;shèbèi ;N;1962
設計;shèjì ;N;1963
設計;shèjì ;V;1964
深;shēn ;Vs;1965
深入;shēnrù ;Vs;1966
身邊;shēnbiān ;N;1967
身高;shēngāo ;N;1968
身上;shēnshàng ;N;1969
甚至;shènzhì ;Adv;1970
升;shēng ;V;1972
聲;shēng ;M;1973
聲調;shēngdiào ;N;1974
生;shēng ;V;1975
生產;shēngchăn ;V;1976
生動;shēngdòng ;Vs;1977
生活;shēnghuó;Vi;1978
生命;shēngmìng ;N;1979
生意;shēngyì ;N;1980
生字;shēngzì ;N;1981
省;shěng ;Vst;1982
省錢;shěngqián ;Vs-sep;1983
剩;shèng ;Vst;1984
剩下;shèngxià ;Vpt;1985
濕;shī ;Vs;1986
失戀;shīliàn ;Vp;1987
失去;shīqù ;Vpt;1988
獅子;shīzi ;N;1989
十分;shífēn ;Adv;1990
石頭;shítou;N;1991
石油;shíyóu ;N;1992
時;shí ;N;1993
時代;shídài ;N;1994
時刻;shíkè ;N;1995
實話;shíhuà ;N;1996
實際;shíjì ;Vs;1997
實力;shílì ;N;1998
實行;shíxíng ;V;1999
實在;shízài ;Vs;2000
使得;shĭde ;Vst;2001
使用;shǐyòng ;V;2002
事實;shìshí ;N;2003
事業;shìyè ;N;2004
適應;shìyìng ;Vst;2005
市長;shìzhăng ;N;2006
收穫;shōuhuò ;N;2007
收音機;shōuyīnjī ;N;2008
熟;shóu ;Vs;2009
首;shǒu;M;2010
手套;shŏutào;N;2011
手續;shŏuxù  ;N;2012
受得了;shòudeliăo  ;Vst;2013
書包;shūbāo;N;2014
書架;shūjià ;N;2015
蔬菜;shūcài ;N;2016
舒適;shūshì ;Vs;2017
叔叔;shúshu;N;2018
熟悉;shúxī ;Vs;2019
數;shŭ;V;2020
數字;shùzì ;N;2021
樹木;shùmù ;N;2022
刷牙;shuāyá;V-sep;2023
帥;shuài ;Vs;2024
雙;shuāng ;Vs-attr;2025
水餃;shuǐjiǎo ;N;2026
水平;shuĭpíng ;N;2027
水準;shuĭzhŭn ;N;2028
睡著;shuìzháo ;Vp;2029
順便;shùnbiàn ;Adv;2030
順利;shùnlì ;Vs;2031
說法;shuōfă ;N;2032
說明;shuōmíng ;N;2033
說明;shuōmíng ;V;2034
說起來;shuōqĭlái ;Adv;2035
思考;sīkăo ;V;2036
思想;sīxiăng ;N;2037
似乎;sìhū ;Adv;2038
寺廟;sìmiào ;N;2039
速度;sùdù ;N;2040
算了;suànle ;Vs;2041
隨便;suíbiàn;Vs;2042
隨時;suíshí ;Adv;2043
所;suǒ ;Ptc;2044
所;suŏ ;M;2045
所謂;suŏwèi  ;Vs-attr;2046
它;tā ;N;2047
它們;tāmen ;N;2048
台;tái ;M;2049
抬;tái ;V;2050
颱風;táifēng ;N;2051
態度;tàidù ;N;2052
談話;tánhuà ;V-sep;2053
堂;táng ;M;2054
堂;táng;N;2055
討厭;tǎoyàn;Vst;2056
套;tào ;M;2057
特地;tèdì ;Adv;2058
特色;tèsè ;N;2059
特殊;tèshū ;Vs;2060
提;tí;V;2061
提到;tídào ;Vpt;2062
提高;tígāo ;V;2063
提供;tígōng ;V;2064
題材;tícái ;N;2065
題目;tímù ;N;2066
體會;tĭhuì ;Vst;2067
體力;tĭlì ;N;2068
體貼;tĭtiē ;Vst;2069
體重;tĭzhòng ;N;2070
替;tì ;Prep;2071
天堂;tiāntáng ;N;2072
天天;tiāntiān;Adv;2073
天下;tiānxià ;N;2074
田;tián ;N;2075
填;tián ;V;2076
甜點;tiándiăn ;N;2077
條件;tiáojiàn ;N;2078
挑戰;tiăozhàn ;V;2079
貼;tiē ;V;2080
鐵;tiě ;N;2081
鐵路;tiělù ;N;2082
聽見;tīngjiàn ;Vpt;2083
聽力;tīnglì ;N;2084
聽起來;tīngqĭlái ;Adv;2085
聽眾;tīngzhòng ;N;2086
挺;tĭng ;Adv;2087
通;tōng ;Vs-pred;2088
通過;tōngguò ;Vpt;2089
通知;tōngzhī;N;2090
同;tóng ;Det;2091
同;tóng ;Prep;2092
同情;tóngqíng  ;Vst;2093
同時;tóngshí ;N;2094
同樣;tóngyàng ;Adv;2095
同樣;tóngyàng ;Vs-attr;2096
痛苦;tòngkǔ ;Vs;2097
投;tóu ;V;2098
投資;tóuzī  ;V;2099
頭;tóu ;Det;2100
頭痛;tóutòng  ;Vs;2101
圖;tú ;N;2102
突然;túrán  ;Adv;2103
土;tǔ ;N;2104
土地;tǔdì ;N;2105
兔子;tùzi ;N;2106
團體;tuántǐ ;N;2107
團圓;tuányuán ;Vs;2108
推;tuī;V;2109
推薦;tuījiàn ;V;2110
推銷;tuīxiāo ;V;2111
退步;tuìbù ;Vp;2112
退休;tuìxiū ;Vp;2113
脫;tuō ;V;2114
娃娃(ㄨㄚ˙);wáwa ;N;2115
外邊;wàibiān ;N;2116
外公;wàigōng ;N;2117
外婆;wàipó ;N;2118
外文;wàiwén ;N;2119
外語;wàiyǔ ;N;2120
完成;wánchéng ;Vpt;2121
完全;wánquán ;Adv;2122
玩具;wánjù ;N;2123
晚;wǎn ;Vs;2124
萬一;wànyī ;Adv;2125
網;wăng ;N;2126
網路;wănglù ;N;2127
往往;wăngwăng  ;Adv;2128
忘記;wàngjì ;Vpt;2129
維持;wéichí ;V;2130
微笑;wéixiào ;Vi;2131
為主;wéizhŭ ;Vs;2132
偉大;wěidà ;Vs;2133
為;wèi ;Prep;2134
未來;wèilái ;N;2135
位置;wèizhì ;N;2136
位子;wèizi ;N;2137
溫柔;wēnróu ;Vs;2138
文件;wénjiàn ;N;2139
文學;wénxué ;N;2140
文字;wénzì ;N;2141
聞;wén ;V;2142
穩定;wěndìng ;Vs;2143
問好;wènhăo ;Vi;2144
問候;wènhòu ;V;2145
握手;wòshǒu ;V-sep;2146
屋子;wūzi ;N;2147
無;wú ;Vs-attr;2148
無法;wúfă ;Adv;2149
無論如何;wúlùnrúhé ;Conj;2150
無窮;wúqióng ;Vs;2151
無所謂;wúsuŏwèi ;Vs;2152
誤會;wùhuì ;N;2153
物價;wùjià ;N;2154
西北;xīběi ;N;2155
西餐;xīcān ;N;2156
西方;xīfāng ;N;2157
西南;xīnán ;N;2158
吸毒;xīdú ;V-sep;2159
吸收;xīshōu ;V;2160
吸引;xīyĭn ;Vst;2161
犧牲;xīshēng ;Vpt;2162
希望;xīwàng ;N;2163
喜愛;xĭài ;Vst;2164
細;xì ;Vs;2165
細心;xìxīn  ;Vs;2166
戲;xì ;N;2167
戲劇;xìjù ;N;2168
系統;xìtŏng  ;N;2169
下;xià ;Det;2170
下;xià ;M;2171
下;xià ;N;2172
下;xià ;V;2173
下來(ㄌㄞ˙);xiàlai;Ptc;2174
嚇;xià ;Vs-pred;2175
嚇一跳;xiàyítiào  ;Vp;2176
線;xiàn ;N;2177
現代;xiàndài ;N;2178
現代;xiàndài ;Vs;2179
現實;xiànshí ;N;2180
現實;xiànshí ;Vs;2181
現象;xiànxiàng ;N;2182
限制;xiànzhì ;N;2183
相當;xiāngdāng ;Adv;2184
相對;xiāngduì ;Vs-attr;2185
相反;xiāngfăn ;Vs;2186
相關;xiāngguān ;Vs;2187
相同;xiāngtóng ;Vs;2188
箱子;xiāngzi;N;2189
香水;xiāngshuĭ;N;2190
詳細;xiángxì ;Vs;2191
響;xiǎng ;Vp;2192
想到;xiăngdào ;Vpt;2193
想法;xiǎngfǎ ;N;2194
想像;xiăngxiàng ;N;2195
想像;xiăngxiàng ;Vst;2196
項;xiàng ;M;2197
相機;xiàngjī ;N;2198
相聲;xiàngshēng ;N;2199
小吃;xiăochī ;N;2200
小朋友;xiǎopéngyǒu ;N;2201
小組;xiăozŭ ;N;2202
效果;xiàoguŏ;N;2203
笑話;xiàohuà;N;2204
孝順;xiàoshùn ;Vs;2205
協助;xiézhù ;V;2206
血;xiě ;N;2207
謝;xiè ;V;2208
心得;xīndé ;N;2209
心理;xīnlĭ ;N;2210
心意;xīnyì ;N;2211
欣賞;xīnshăng ;Vst;2212
新生;xīnshēng ;N;2213
信;xìn ;Vst;2214
信箱;xìnxiāng ;N;2215
信心;xìnxīn ;N;2216
興奮;xīngfèn ;Vs;2217
行;xíng;Vs;2218
行動;xíngdòng ;N;2219
行為;xíngwéi ;N;2220
形容;xíngróng ;V;2221
醒;xĭng ;Vp;2222
醒來;xĭnglái ;Vp;2223
姓;xìng ;N;2224
性別;xìngbié ;N;2225
性格;xìnggé ;N;2226
幸好;xìnghăo ;Adv;2227
幸虧;xìngkuī ;Adv;2228
幸運;xìngyùn ;Vs;2229
兇;xiōng ;Vs;2230
兄弟;xiōngdì ;N;2231
熊貓;xióngmāo ;N;2232
修;xiū ;V;2233
修改;xiūgăi ;V;2234
修理;xiūlĭ  ;V;2235
需求;xūqiú  ;N;2236
需要;xūyào ;N;2237
選;xuǎn ;V;2238
選舉;xuănjŭ ;N;2239
選擇;xuǎnzé ;N;2240
選擇;xuǎnzé ;V;2241
學會;xuéhuì ;Vpt;2242
學問;xuéwèn ;N;2243
尋找;xúnzhăo ;V;2244
訓練;xùnliàn ;V;2245
呀;yā ;Ptc;2246
鴨(子);yā(zi) ;N;2247
押金;yājīn ;N;2248
牙;yá ;N;2249
牙齒;yáchǐ ;N;2250
煙火;yānhuŏ ;N;2251
研究;yánjiù ;N;2252
研究;yánjiù ;V;2253
嚴重;yánzhòng ;Vs;2254
演;yăn ;V;2255
演出;yănchū ;V;2256
演講;yănjiăng ;Vi;2257
演員;yănyuán ;N;2258
眼光;yănguāng ;N;2259
眼淚;yănlèi ;N;2260
陽光;yángguāng ;N;2261
養;yăng ;V;2262
樣;yàng ;M;2263
樣樣;yàngyàng ;Det;2264
邀請;yāoqĭng ;V;2265
要求;yāoqiú ;N;2266
要求;yāoqiú ;V;2267
咬;yăo ;V;2268
要;yào ;Vst;2269
要不然;yàobùrán ;Conj;2270
要不是;yàobúshì ;Conj;2271
要緊;yàojǐn ;Vs;2272
野餐;yěcān ;Vi;2273
也好;yěhăo ;;2274
頁;yè ;M;2275
夜裡/裏;yèlǐ/lǐ ;N;2276
夜市;yèshì ;N;2277
一下子/一下子兒;yīxiàzi/yīxiàzir;N;2278
衣櫃;yīguì ;N;2279
依靠;yīkào ;V;2280
一塊/一塊兒;yíkuài/yíkuàir;Adv;2281
一切;yíqiè;Det;2282
一向;yíxiàng ;Adv;2283
一樣;yíyàng ;Vs;2284
已;yĭ ;Adv;2285
以;yĭ ;Prep;2286
以後;yĭhòu;N;2287
以來;yĭlái ;N;2288
以免;yĭmiăn ;Conj;2289
以內;yĭnèi ;N;2290
以前;yĭqián;N;2291
以上;yĭshàng ;N;2292
以外;yĭwài ;N;2293
以為;yǐwéi ;V;2294
以下;yĭxià ;N;2295
一般來說;yìbānláishuō ;;2296
一點/一點兒;yìdiǎn/yìdiǎnr;Adv;2297
一方面;yìfāngmiàn ;Conj;2298
一連;yìlián ;Adv;2299
一生;yìshēng ;N;2300
一時;yìshí ;N;2301
一同;yìtóng ;Adv;2302
意見;yìjiàn ;N;2303
意外;yìwài ;N;2304
意義;yìyì ;N;2305
陰;yīn ;Vs;2306
因此;yīncǐ ;Conj;2307
音響;yīnxiăng ;N;2308
引起;yĭnqĭ;V;2309
應;yīng ;Vaux;2310
應該;yīnggāi ;Vaux;2311
英俊;yīngjùn ;Vs;2312
營養;yíngyăng ;N;2313
影片;yĭngpiàn ;N;2314
擁有;yŏngyŏu ;Vst;2315
用;yòng;Prep;2316
用法;yòngfă ;N;2317
用功;yònggōng ;Vs;2318
用品;yòngpĭn ;N;2319
優點;yōudiăn ;N;2320
優秀;yōuxiù ;Vs;2321
幽默;yōumò ;Vs;2322
郵票;yóupiào;N;2323
尤其;yóuqí ;Adv;2324
遊客;yóukè ;N;2325
游泳池;yóuyŏngchí;N;2326
由於;yóuyú ;Conj;2327
有(一)點/有(一)點兒;yǒu(yì)diăn/yǒu(yì)diănr;Adv;2328
有的;yǒude ;Det;2329
有名;yǒumíng ;Vs;2330
有錢;yǒuqián ;Vs;2331
有效;yŏuxiào ;Vs;2332
有意思;yǒuyìsi;Vs;2333
友誼;yŏuyí ;N;2334
於是;yúshì ;Conj;2335
與;yǔ ;Conj;2336
與;yǔ ;Prep;2337
玉;yù ;N;2338
玉米;yùmǐ ;N;2339
預備;yùbèi ;V;2341
預習;yùxí ;V;2342
遇到;yùdào ;Vpt;2343
圓;yuán ;N;2344
員工;yuángōng ;N;2345
原諒;yuánliàng ;Vst;2346
原因;yuányīn ;N;2347
願望;yuànwàng ;N;2348
院子;yuànzi;N;2349
約;yuē ;Adv;2350
約會;yuēhuì ;N;2351
約會;yuēhuì ;Vi;2352
越;yuè ;Adv;2353
月餅;yuèbĭng  ;N;2354
閱讀;yuèdú ;V;2355
樂團;yuètuán ;N;2356
運氣;yùnqì ;N;2357
在;zài ;Vst;2358
在意;zàiyì ;Vst;2359
在於;zàiyú ;Vst;2360
早;zăo ;Adv;2361
早日;zăorì ;Adv;2362
早晚;zăowăn ;N;2363
造成;zàochéng ;Vpt;2364
噪音;zàoyīn ;N;2365
責任;zérèn ;N;2366
增加;zēngjiā ;Vpt;2367
炸/炸;zhà/zhá ;V;2368
摘;zhāi ;V;2369
站;zhàn;N;2370
暫時;zhànshí ;Adv;2371
戰爭;zhànzhēng ;N;2372
長;zhǎng;V;2373
長大;zhǎngdà ;Vp;2374
掌握;zhăngwò ;V;2375
障礙;zhàngài ;N;2376
招待;zhāodài ;V;2377
招牌;zhāopái ;N;2378
找錢;zhǎoqián ;V-sep;2379
照;zhào ;Prep;2380
照;zhào ;V;2381
哲學;zhéxué ;N;2382
這裏;zhèlĭ;N;2383
這下子;zhèxiàzi ;N;2384
這樣;zhèyàng;Vs;2385
這樣子;zhèyàngzi ;Adv;2386
這樣子;zhèyàngzi ;Vs;2387
真的;zhēnde ;Adv;2388
真理;zhēnlĭ;N;2389
真實;zhēnshí ;Vs;2390
真是;zhēnshì ;Adv;2391
真心;zhēnxīn ;Vs;2392
真正;zhēnzhèng ;Adv;2393
真正;zhēnzhèng ;Vs-attr;2394
珍貴;zhēnguì ;Vs;2395
整;zhěng ;Det;2396
整理;zhěnglĭ ;V;2397
整齊;zhěngqí ;Vs;2398
正;zhèng ;Adv;2399
正常;zhèngcháng ;Vs;2400
正確;zhèngquè ;Vs;2401
正式;zhèngshì ;Vs;2402
證明;zhèngmíng ;V;2403
證書;zhèngshū ;N;2404
支;zhī ;M;2405
知;zhī ;Vst;2406
知識;zhīshì ;N;2407
之後;zhīhòu ;N;2408
之間;zhījiān ;N;2409
之前;zhīqián;N;2410
直;zhí ;Vs;2411
直到;zhídào ;Prep;2412
值得;zhídé ;Vst;2413
殖民地;zhímíndì ;N;2414
植物;zhíwù ;N;2415
職員;zhíyuán ;N;2416
指;zhǐ ;V;2417
只是;zhĭshì ;Conj;2418
只要;zhǐyào ;Conj;2419
只有;zhǐyǒu ;Adv;2420
只有;zhĭyŏu ;Conj;2421
制度;zhìdù ;N;2422
智慧;zhìhuì ;N;2423
至少;zhìshăo ;Adv;2424
至於;zhìyú ;Prep;2425
中;zhōng ;N;2426
中部;zhōngbù ;N;2427
中餐;zhōngcān ;N;2428
終於;zhōngyú ;Adv;2429
鐘;zhōng ;N;2430
種;zhòng;V;2431
重點;zhòngdiăn ;N;2432
重視;zhòngshì ;Vst;2433
周圍;zhōuwéi ;N;2434
主動;zhŭdòng ;Vs;2435
主婦;zhŭfù ;N;2436
主管;zhŭguăn ;N;2437
主人;zhǔrén ;N;2438
主任;zhǔrèn ;N;2439
主題;zhŭtí ;N;2440
主要;zhǔyào ;Adv;2441
主要;zhŭyào ;Vs-attr;2442
主意;zhǔyì ;N;2443
祝;zhù;V;2444
祝福;zhùfú ;N;2445
祝福;zhùfú ;V;2446
助;zhù ;V;2447
助理;zhùlĭ ;N;2448
著名;zhùmíng ;Vs;2449
抓;zhuā ;V;2450
專心;zhuānxīn ;Vs;2451
專業;zhuānyè ;Vs-attr;2452
狀態;zhuàngtài ;N;2453
追求;zhuīqiú ;V;2454
準時;zhŭnshí ;Vs;2455
著;zhuó ;V;2456
資料;zīliào ;N;2457
資源;zīyuán ;N;2458
仔細;zĭxì ;Vs;2459
自從;zìcóng ;Prep;2460
自動;zìdòng ;Vs;2461
自然;zìrán ;Vs;2462
自殺;zìshā ;Vi;2463
自信;zìxìn ;N;2464
自由;zìyóu ;N;2465
自由;zìyóu ;Vs;2466
自在;zìzài ;Vs;2467
宗教;zōngjiào ;N;2468
總而言之;zǒngéryánzhī ;Conj;2469
總算;zǒngsuàn ;Adv;2470
總統;zǒngtǒng ;N;2471
總之;zǒngzhī ;Conj;2472
走走;zǒuzǒu ;Vi;2473
組;zŭ ;M;2474
祖父;zŭfù ;N;2475
祖母;zŭmŭ ;N;2476
祖先;zŭxiān ;N;2477
嘴;zuǐ ;N;2478
醉;zuì ;Vp;2479
最初;zuìchū ;N;2480
最多;zuìduō ;Adv;2481
最好;zuìhǎo ;Adv;2482
最後;zuìhòu ;N;2483
最佳;zuìjiā ;Vs-attr;2484
最近;zuìjìn;N;2485
尊敬;zūnjìng ;Vst;2486
作;zuò ;V;2487
作品;zuòpĭn ;N;2488
作者;zuòzhě ;N;2489
座;zuò ;M;2490
做法/作法;zuòfă ;N;2491
做夢;zuòmèng ;V-sep;2492
做人;zuòrén ;Vi;2493
做事;zuòshì ;Vi;2494
